# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "10" "-p" "-O" "-M" "--fraction" "-F" "SAF" "-a" "230907_all_genebodies.saf" "-o" "230920_bd302_pol2_at_genebodies.txt" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam
Son	chr16	91647756	91679221	+	31466	1571	1760	945.50	112.50
Sorl1	chr9	41964720	42124047	-	159328	1881	2436	1721	555
Sort1	chr3	108284332	108361511	+	77180	1333	1358	702	259
Sos1	chr17	80393751	80480203	-	86453	1360	1200	780	273
Sos2	chr12	69583762	69681602	-	97841	1601	1718	1000	278
Sox12	chr2	152393611	152397813	-	4203	115	94	46	15
Sox4	chr13	28948919	28953463	-	4545	162	93	29	18
Sox5	chr6	143828425	144781727	-	953303	5944	4189	3657	2697
Sp1	chr15	102406393	102436404	+	30012	822	664	437	107
Sp100	chr1	85650238	85709998	+	59761	810	1269	832	238
Spa17	chr9	37603290	37613472	-	10183	78	51	30.50	16.50
Sp3	chr2	72936427	72980196	-	43770	1248.50	1439.50	932.50	127
Sp4	chr12	118234933	118301190	-	66258	522	350	320	138
Sall3	chr18	80966376	80986521	-	20146	534	436	195	74
Serpinb6b	chr13	32965459	32979067	+	13609	117	71	67	59
Serpini1	chr3	75557797	75643495	+	85699	689	436	413	227
Bptf	chr11	107033081	107131877	-	98797	2457	2386	1284	362
Cetn4	chr3	37307749	37312458	-	4710	88	69	26.33	19
Rbms3	chr9	116572746	117629663	-	1056918	7128	4963	4090	3134
Serpinb6a	chr13	33917918	34002544	-	84627	774	533.50	419	228.50
Arhgef17	chr7	100869752	100931857	-	62106	873	872	415	269
Larp4	chr15	99970315	100016358	+	46044	1226.50	1059	664	126
Serpinb9	chr13	33003500	33017957	+	14458	122	84	64	48
Serpinb8	chr1	107590256	107610484	+	20229	156	116	85	62
Fchsd2	chr7	101093113	101284405	+	191293	3416	2775.50	1354.50	523.50
Spin1	chr13	51101130	51152546	+	51417	785	777	383	143
Hectd1	chr12	51743722	51829286	-	85565	1792.50	1944.50	1107	241.50
Spint2	chr7	29256323	29281662	-	25340	508	368	251	92
Sec23ip	chr7	128745193	128784836	+	39644	624	589	375	121
Spn	chr7	127132232	127137573	-	5342	248	393	110	32
Fam120c	chrX	151344425	151471842	+	127418	1356	921	777	530
Elfn2	chr15	78667331	78718521	-	51191	1131	864	549	246
Sptan1	chr2	29965810	30031451	+	65642	1320	1088	671	230
Sptb	chr12	76580488	76710297	-	129810	1608.50	974	759	506
Sptbn1	chr11	30099395	30267919	-	168525	3608	3139	1668	571
Wdr11	chr7	129592113	129635738	+	43626	464	344	238	128
Sptbn2	chr19	4711417	4752360	+	40944	989	740	511	232.50
Strbp	chr2	37483228	37703609	-	220382	2951.50	2131.50	1416.50	447.50
Spop	chr11	95414330	95493406	+	79077	1832	1875	1119	244
Kctd12b	chrX	153685154	153696141	-	10988	122	69	43	39
Spp1	chr5	104435368	104441050	+	5683	91	54	55	29
Spr	chr6	85130176	85137516	-	7341	105	50	39	30
Dtx4	chr19	12466338	12501204	-	34867	1113	1531	673	196
Camkk2	chr5	122731170	122779159	-	47990	2544	2750	1302	294
Tbc1d16	chr11	119143045	119228249	-	85205	1358	1063	609	358
Ccdc40	chr11	119228822	119265238	+	36417	508	402	260	151
Wdr37	chr13	8802968	8871659	-	68692	945	967	626	197
Sephs2	chr7	127271879	127273805	-	1927	52	55	33	14
Gtpbp10	chr5	5537454	5559288	-	21835	369	198	191	93
Pde2a	chr7	101411136	101512827	+	101692	1922.50	1733.50	940	417
Sptlc2	chr12	87305058	87388105	-	83048	1521	1531	952	249
Ubald1	chr16	4874778	4880065	-	5288	423	349	199	37
Rnf43	chr11	87662972	87735539	+	72568	961	773	512	273
Sqle	chr15	59315327	59331192	+	15866	369	475	226	68
Scarb1	chr5	125277087	125340844	-	63758	2032	2207	1196	382
C2cd2	chr16	97855209	97962348	-	107140	1307.50	883.50	782.50	311.50
Csrnp2	chr15	100479570	100495238	-	15669	405	255	222	58
Gramd1c	chr16	43980350	44063095	-	82746	899	549	459	251
Smagp	chr15	100621339	100636690	-	15352	379	353	228	55
Galnt6	chr15	100691813	100729126	-	37314	736	719	348	157
Srebf1	chr11	60199089	60222331	-	23243	1181	1119.50	606	109.50
Srebf2	chr15	82147431	82205379	+	57949	1764	1736	912	239
Urb1	chr16	90751527	90810163	-	58637	908	583	418	216
Klhl25	chr7	75848560	75874131	+	25572	397	306	238	105
Alg11	chr8	22060971	22071627	+	10657	101	92	59	31
Vcpkmt	chr12	69577628	69582860	-	5233	107	78	68	22
Setd1b	chr5	123142443	123168629	+	26187	1074	969	615	180
Srf	chr17	46548329	46555925	-	7597	225	180	134	45
Pif1	chr9	65587410	65595967	+	8558	188	168	86	41
Chmp6	chr11	119913691	119919548	+	5858	141	142	81	42
Srm	chr4	148591753	148594993	+	3241	140	92	70	20
Mlxip	chr5	123395048	123457932	+	62885	1816	1727	1053	342
Aph1b	chr9	66775202	66795240	-	20039	250	153	113	63
Srp14	chr2	118475850	118479461	-	3612	93	82	59	14
Dhx37	chr5	125413858	125433871	-	20014	745	798	425	131
Yeats2	chr16	20141313	20232573	+	91261	1686	1358	840	246
Srpk1	chr17	28587648	28622459	-	34812	1095	690	670	150
Btla	chr16	45224565	45252892	+	28328	359	327	152	86
Srpk2	chr5	23503264	23684367	-	181104	4787.50	5093	2548.50	849
Tmprss7	chr16	45656315	45693408	-	37094	450	445	206	107
Srprb	chr9	103188032	103201887	-	13856	205	150	108	39
Exog	chr9	119445193	119465517	+	20325	318	300	163	65
Btbd2	chr10	80642617	80656821	-	14205	606	520	294	46
Trim21	chr7	102557921	102565236	-	7316	60	72	34	19
Alg1	chr16	5233871	5244912	+	11042	260	211	160	31
Mob3a	chr10	80685253	80701727	-	16475	783	851	451	58
Ssb	chr2	69861812	69871846	+	10035	265	157	136	29.50
Tor1aip1	chr1	156004599	156036230	-	31632	727	908	446.50	90
Dot1l	chr10	80755456	80795461	+	40006	1472	1327	767	158
Zfp871	chr17	32765496	32788037	-	22542	429	369	265	62
Ssr4	chrX	73787278	73790830	+	3553	88	67	49	27
Ssrp1	chr2	85037484	85047109	+	9626	157	152.50	109	32.50
Rpp40	chr13	35893472	35906109	-	12638	199	127	83	50
Zfp143	chr7	110061467	110095394	+	33928	640.50	596.50	283	59.50
Stag1	chr9	100598048	100958545	+	360498	4586	3997	2825	877
Stag2	chrX	42149567	42277185	+	127619	2202	2292	1373	470
Stam	chr2	14074348	14149634	+	75287	1305	1044	606	196
Sgms1	chr19	32122727	32389464	-	266738	5007	4980	3280	1363
Star	chr8	25806805	25815982	+	9178	395.50	277	172.50	39
Stat1	chr1	52077511	52161865	+	84355	1114.50	1182.50	698	216.50
Stat2	chr10	128270809	128292849	+	22041	319	397	232	69
Stat3	chr11	100885098	100939290	-	54193	1347.50	1786	962.50	189.50
Stat4	chr1	51987398	52107189	+	119792	1086.50	1007.50	705	320.50
Stat5a	chr11	100859601	100885169	+	25569	681.50	853	433.50	117.50
Stat5b	chr11	100780731	100850474	-	69744	1351	1376	803	265
Cep78	chr19	15955773	15984739	-	28967	639	432	255	145
Stat6	chr10	127643236	127660957	+	17722	335	352	220	72
Stau1	chr2	166947549	166996049	-	48501	1639	1563	885	170
Mterf1b	chr5	4192617	4197651	+	5035	83	70	42	22
Rsrc2	chr5	123728426	123749164	-	20739	864	941	519	94
Stfa1	chr16	36277201	36285373	+	8173	45	147	101	24
Stfa2	chr16	36403992	36408207	-	4216	26	18	23	13
Alg3	chr16	20605374	20611485	-	6112	174	140	67	27
Kntc1	chr5	123749966	123821593	+	71628	1658	1317	907	383
Stfa3	chr16	36450537	36455142	-	4606	26	22	15	12
Slc25a38	chr9	120110624	120124504	+	13881	274	169	141	43
Eif4g1	chr16	20668563	20692884	+	24322	940	769	481	118
Creb3l2	chr6	37327255	37441896	-	114642	1033	821	561	361
Cblb	chr16	52031475	52208048	+	176574	1666	1686	1014	436
Stim1	chr7	102268056	102437319	+	169264	2233	2205	1508	550
Stip1	chr19	7020702	7039717	-	19016	850	814	508	100
Stk10	chr11	32533555	32624587	+	91033	1934	2268	1147	372
Stk11	chr10	80116053	80130682	+	14630	768	753	378	77
Hmgcs1	chr13	119690629	119708260	+	17632	644	1432	393	63
Dis3l2	chr1	86704058	87050095	+	346038	3833	2273	2048	1036
Stk16	chr1	75211088	75215606	+	4519	415	632	297.50	18.50
Hdac4	chr1	91928779	92195449	-	266671	4668	4326	2953	963
Plk4	chr3	40800269	40816883	+	16615	485	526	305	53
Slk	chr19	47579928	47645246	+	65319	1649	1554	851	277
Sde2	chr1	180851377	180868113	+	16737	396	317	218	52
Aurkb	chr11	69045897	69051664	+	5768	114	141	69	27
Sned1	chr1	93236091	93301065	+	64975	973.50	826	560	252.50
Aurka	chr2	172356190	172370285	-	14096	254	297	129	52
Tmem63a	chr1	180942594	180975112	+	32519	475	539	294	118
Fanci	chr7	79392179	79450264	+	58086	972.50	729	473	183.50
Daam1	chr12	71831328	71992333	+	161006	1639	1443	857	508
Zdhhc9	chrX	48171969	48208628	-	36660	433	441	275	166
Cpeb3	chr19	37021291	37208351	-	187061	3269	1953	1509	921
Bhlhe40	chr6	108660879	108666925	+	6047	114	72	78	30
Thnsl1	chr2	21205974	21215009	+	9036	109	53	50	22
Zfp280c	chrX	48541625	48594254	-	52630	752	565	429	210
Hmgcll1	chr9	76015105	76136350	+	121246	906	669	448	287
Rbmx2	chrX	48695254	48710723	+	15470	113	111	78	53
Strap	chr6	137735328	137751932	+	16605	185	179	96	46
Sirt7	chr11	120618372	120624990	-	6619	306	290.50	212.50	34
Ulk4	chr9	120960268	121276947	-	316680	2770	2599	1701	1127.50
Vps8	chr16	21423368	21644680	+	221313	2196	1529	1219	725
Pycr1	chr11	120635712	120643519	-	7808	234	170	112	37
Zc3hav1l	chr6	38287396	38299009	-	11614	150	80	104	39
Stx1a	chr5	135023732	135051100	+	27369	593	499	291	161
Stx3	chr19	11775118	11819153	-	44036	1460.50	1375	825.50	245.50
Samd9l	chr6	3372257	3399322	-	27066	154	109	90	70
Stx4a	chr7	127824544	127849019	+	24476	519	482	279	103
Stxbp1	chr2	32787602	32846995	-	59394	885	873	426	229
Stxbp2	chr8	3631205	3643644	+	12440	274	286	201	57
Stxbp4	chr11	90476492	90637834	-	161343	1911	1644	768	471
Snx30	chr4	59806090	59904737	+	98648	1646	1756	730	325
Sucla2	chr14	73525569	73596142	+	70574	644	513.50	364	192
Suclg2	chr6	95473009	95718550	-	245542	2344	1331	1301	692
Eif1	chr11	100320135	100322096	+	1962	248	152	141	16
Dtx3l	chr16	35926511	35938901	-	12391	160.50	127.50	82	39
Osgin2	chr4	15997121	16013638	-	16518	238	196	161	33
Supt4a	chr11	87737802	87743623	+	5822	105	113	97	13
Enox2	chrX	49009707	49288009	-	278303	2536	1697	1402	1117
Zfp710	chr7	80025064	80094173	+	69110	2640	3270	1176	306
Gan	chr8	117158385	117215997	+	57613	1074	1105	489	224
Supt5	chr7	28314891	28338496	-	23606	574	549	279	89
Supt6	chr11	78206746	78245737	-	38992	900	839.50	565	127.50
Surf1	chr2	26913381	26916280	-	2900	380.50	231.50	181	13.50
Surf2	chr2	26916617	26920183	+	3567	293	252	180.50	18
Gps1	chr11	120784522	120789102	+	4581	255	200.50	112	23
Surf4	chr2	26920040	26933678	-	13639	478	423	268	53
Med22	chr2	26905262	26910427	-	5166	181	113	102	26
Gen1	chr12	11238920	11265551	-	26632	334	310	171	57
Surf6	chr2	26888989	26902629	-	13641	390	236	216	53
Eif2b1	chr5	124570213	124578881	-	8669	286	242	161	78
Gtf2h3	chr5	124579390	124597680	+	18291	459	393	252	123
Taf3	chr2	9914552	10048346	-	133795	1857	1377	1026	372
Suv39h1	chrX	8061171	8074510	-	13340	289	261	146	65
Itih5	chr2	10153821	10256529	+	102709	921	595	443	350
Trim30d	chr7	104470014	104507599	-	37586	190	173	154	87
Gpkow	chrX	7697381	7710262	+	12882	166	146	125	60
Tfe3	chrX	7762810	7775202	+	12393	191	206	116	85
Trp53bp2	chr1	182409422	182462432	+	53011	837	787	460	162
Hace1	chr10	45578079	45712345	+	134267	1107	901	612	323
Swap70	chr7	110221961	110283506	+	61546	1240	1327	750	197
Tbc1d12	chr19	38836829	38919923	+	83095	1083	668	535	322
Hsh2d	chr8	72189888	72201527	+	11640	111	158	86	40
Tmem164	chrX	142681656	142843494	+	161839	3290	3211	1845	739
Tyw3	chr3	154576431	154596854	-	20424	252.50	176.50	138.50	69.50
Nudcd3	chr11	6105691	6200165	-	94475	1813.50	1212	829.50	330
Syk	chr13	52583423	52648792	+	65370	1326	1816	1084	231
Frmd4a	chr2	4017967	4614043	+	596077	4473	3015	2434	1747
Ttc28	chr5	110880053	111289780	+	409728	7001	5856	3215	2227
Sdc1	chr12	8771573	8793715	+	22143	1099	932	187	79
Sdc3	chr4	130792787	130826319	+	33533	383	355	202	141
Lcorl	chr5	45697181	45857365	-	160185	3776	3773	2264.50	537
Sdc4	chr2	164424247	164443637	-	19391	213	163	116	87
Syngr1	chr15	80091584	80119501	+	27918	528.50	470.50	272.50	113.50
Syngr2	chr11	117809918	117814283	+	4366	114	71	53.50	11.50
Kif15	chr9	122951296	123018733	+	67438	1433	1319	806	203
Synj2	chr17	5941530	6044290	+	102761	1543	1358.50	790.50	411
Tmc7	chr7	118535841	118584486	-	48646	309	247	219	151
Dennd2a	chr6	39462378	39557617	-	95240	973	666	546	378
Tbc1d25	chrX	8154472	8175931	-	21460	316	290	201	90
B3gntl1	chr11	121616197	121672903	-	56707	1036	759	549	216
Mtrr	chr13	68560780	68581899	-	21120	220	140	122	69
Metrnl	chr11	121701794	121716306	+	14513	232	156	150	69
Iglon5	chr7	43472904	43489825	-	16922	183	197	104	53
Zfp658	chr7	43562506	43575461	+	12956	141	149	69	52
Zfp719	chr7	43579860	43593235	+	13376	268	212	120	40
Lpp	chr16	24393757	24992578	+	598822	5473	3353	2941	1810
Zfp180	chr7	24082174	24107713	+	25540	326	255	199	96
Irgc1	chr7	24431922	24451921	-	20000	358	376	197	86
Irgq	chr7	24530939	24538600	+	7662	148	134	76	36
Slc30a6	chr17	74395858	74424221	+	28364	433	337	238	103
Zfp526	chr7	25221675	25227507	+	5833	240	203	125	22
Dock10	chr1	80501073	80758277	-	257205	5323	8805	3303	766
Mtmr9	chr14	63519651	63543732	-	24082	314	227	171	85
Zfp677	chr17	21383998	21399265	+	15268	120	84	64	41
Mettl14	chr3	123368297	123385858	-	17562	219	192	146	43
Tbc1d31	chr15	57912449	57970067	+	57619	1412	1341	762	214
Coq10a	chr10	128363100	128368747	-	5648	299	231	142	24
Gab3	chrX	74988521	75085208	-	96688	852	1284	678	404
Mcmbp	chr7	128696441	128740245	-	43805	998.50	1027.50	611.50	147.50
Kcnk12	chr17	87745801	87797744	-	51944	859	1089	502	158
Brcc3	chrX	75416878	75454001	+	37124	519	375	297	131
Lacc1	chr14	77024200	77036654	-	12455	140.50	110	76	40
Zfp947	chr17	22144359	22165940	-	21582	146	113	87	54
Ints9	chr14	64950295	65039832	+	89538	1388	1205	682	306
Kbtbd2	chr6	56777524	56797563	-	20040	304	340	228	56
Lpcat1	chr13	73467447	73516422	+	48976	804	604	306	183
Sepsecs	chr5	52640087	52669458	-	29372	600	372	289	119
Trim41	chr11	48806404	48817103	-	10700	1223	605	504	62
Alkbh1	chr12	87426169	87443589	-	17421	877	591	392	63
Churc1	chr12	76765788	76783180	+	17393	100	74.50	50.50	28.50
Lrrc25	chr8	70616405	70621483	+	5079	172	235	81	24
Mtrf1	chr14	79398022	79423587	+	25566	273	220	173	80
Cln5	chr14	103070466	103077628	+	7163	196	182	118	33
Nrg1	chr8	31814551	32884547	-	1069997	4755	5429	3356	2621
Ncoa7	chr10	30628999	30803076	-	174078	1666	1748	1247.50	470
Pank3	chr11	35769734	35791285	+	21552	395	358	232	72
6720489N17Rik	chr13	62603013	62623932	-	20920	178	142	95	63
Suox	chr10	128669894	128673823	-	3930	99	70	55	23
Mtss1	chr15	58941234	59081755	-	140522	2199	2191	1042	518
Exoc3	chr13	74169488	74208482	-	38995	559	405	251	109
Tsga10	chr1	37754776	37866179	-	111404	1175	978	490	337
Ado	chr10	67544511	67548818	-	4308	74	50	45	16
Tmem87a	chr2	120355312	120403863	-	48552	933.50	652	507.50	132
Nomo1	chr7	46033948	46084212	+	50265	1068	892	598	193
Tifa	chr3	127790055	127832164	+	42110	582.50	637.50	318.50	94.50
Ap1ar	chr3	127807007	127837273	-	30267	300.50	261.50	170.50	57.50
Tfdp2	chr9	96196525	96323646	+	127122	1546	1369	820	379
Fancd2	chr6	113531932	113597017	+	65086	954	702	527	197
Cspp1	chr1	10038256	10136768	+	98513	1988	1663	1109	282
Mgst2	chr3	51660610	51682677	+	22068	490	578	385	93
Arfgef1	chr1	10137571	10232420	-	94850	1853	1893	1242	241
Trib1	chr15	59648600	59657099	+	8500	337	238	162	41
Mfsd9	chr1	40772038	40790437	-	18400	119	84	79	75
Depdc7	chr2	104721784	104742628	-	20845	290	201	141	81
Asap2	chr12	20990709	21270171	+	279463	2684	2059.50	1270.50	888.50
Dennd6a	chr14	26574106	26634322	+	60217	712	829	469	179
Ccdc73	chr2	104868055	105017851	+	149797	1508	929	827.50	377.50
Plekhh1	chr12	79029413	79081655	+	52243	669	545	351	189
Pde12	chr14	26659958	26669633	-	9676	297.50	195	186.50	22.50
Spsb4	chr9	96943482	97018593	-	75112	739	572	407	305
Zfyve26	chr12	79232346	79296054	-	63709	996	947	623	217
Tmem18	chr12	30584676	30591215	+	6540	60	36	26	22
Hk3	chr13	55005985	55021135	-	15151	838.50	605.50	499.50	61.50
Syne3	chr12	104929933	105009559	-	79627	1802	1322	742	269
Tmem60	chr5	20882441	20886870	+	4430	387	329	187	28
Inpp5a	chr7	139389359	139579652	+	190294	2967	2792	1860	764
Nhlrc3	chr3	53448583	53463082	-	14500	217	181	135	43
Dcaf15	chr8	84097072	84104518	-	7447	331.50	224	145	29.50
Proser1	chr3	53463916	53481755	+	17840	343	255	161	46
Cc2d1a	chr8	84132828	84147686	-	14859	230	252	145	62
8030462N17Rik	chr18	77631497	77714236	-	82740	1245	1054	743	232
Gsap	chr5	21186505	21315132	+	128628	1570	1748	948	648
Zswim4	chr8	84210678	84236805	-	26128	893	713	439	118
Wdr25	chr12	108893881	109028452	+	134572	1488	1011.50	767.50	498.50
Zfp748	chr13	67538641	67553580	-	14940	160	131	107	31
Mapre2	chr18	23752583	23893861	+	141279	2435	2824	1092	463
Mms22l	chr4	24496701	24602950	+	106250	1610	1281	890	220
Lcor	chr19	41482887	41586536	+	103650	2934	3023	1775	447
Frat2	chr19	41845972	41847882	-	1911	110	109	58	19
Lactb2	chr1	13623330	13660296	-	36967	486	399	279	120
Fam193b	chr13	55539316	55570870	-	31555	733	551	361	140
Paox	chr7	140116049	140137224	+	21176	447	372	211	98
Mtg1	chr7	140137814	140150786	+	12973	214	154	120	55
Spice1	chr16	44347371	44388497	+	41127	479	254	208	111
Trmt1	chr8	84686557	84699808	+	13252	485	421	252	52
Zfp273	chr13	67813990	67827002	+	13013	81	70	58	38
Prpsap2	chr11	61729650	61761838	-	32189	476	387	270	105
Iffo2	chr4	139530798	139620382	+	89585	1166	1128.50	529	326.50
Aldh4a1	chr4	139603436	139662691	+	59256	776	730.50	362	206.50
Mars2	chr1	55237427	55248470	+	11044	181	123	90	32
N4bp3	chr11	51643063	51650592	-	7530	213	195	116	37
Arl14ep	chr2	106962527	106974174	-	11648	132	84	109	31
Chpt1	chr10	88452745	88503823	-	51079	492	339	274	122
Ddx46	chr13	55635277	55681256	+	45980	1002	747	486	136
Dse	chr10	34151393	34207465	-	56073	466	343	217	177
Kctd7	chr5	130145111	130155806	+	10696	221	211	120	50
Tifab	chr13	56173704	56178635	-	4932	132	240	63	18
Slc45a3	chr1	131963204	132014486	+	51283	2381.50	2191	679	183
Scfd2	chr5	74204816	74531509	-	326694	5004	3142	2851	1455
Tnpo2	chr8	85037165	85057583	+	20419	798.50	579.50	401	85.50
Ifitm6	chr7	141015699	141017674	-	1976	38	63	34	6
Abhd10	chr16	45729725	45742705	-	12981	187	175	107	40
Pdlim2	chr14	70164218	70177431	-	13214	244	285	122	66
Evi5l	chr8	4166817	4211257	+	44441	629	584	333	161
Slc39a14	chr14	70303469	70351175	-	47707	696	572	312	173
Gabpb2	chr3	95181766	95217666	-	35901	1017.50	1063	566	119
Fam126b	chr1	58522806	58586073	-	63268	963	659	633	168
Tmem71	chr15	66526212	66560853	-	34642	390	841	293	106
Wdr19	chr5	65199946	65260415	+	60470	1523	1121	856	287
Cdkl3	chr11	52004471	52089784	+	85314	1531	1262	770	307
Phf3	chr1	30802339	30873671	-	71333	1250	1313	648	181
Il20rb	chr9	100457719	100486538	-	28820	480	396	270	90
Rnf26	chr9	44110781	44113254	-	2474	52	49	21	12
Tapbpl	chr6	125223933	125231610	-	7678	145.50	106.50	62	16
Scyl2	chr10	89638721	89686035	-	47315	608	450	287	137
Tacc3	chr5	33658378	33678995	+	20618	1205	959.50	458.50	143
Prdm9	chr17	15543079	15564104	-	21026	222	143	131	55
Taf1a	chr1	183389231	183410198	+	20968	300	187	146	62
Rassf4	chr6	116633008	116673702	-	40695	935	1427	563	186
Taf1b	chr12	24498609	24558539	+	59931	414	316	236	195
Taf1c	chr8	119597871	119604972	-	7102	107	87	57	30
Taf6	chr5	138178617	138187201	-	8585	316	232	204.50	48.50
Gpr174	chrX	107256128	107296769	+	40642	378	299	203	155
Tagln	chr9	45929619	45935808	-	6190	184.50	191	107	22.50
Dstyk	chr1	132417805	132466958	+	49154	1038	977	545	164
Tagln2	chr1	172500297	172507380	+	7084	370	313	185	41
Rbbp5	chr1	132477615	132505659	+	28045	519	398	313	65
Nudt18	chr14	70577887	70582688	+	4802	164	117	74	15
Tal1	chr4	115056676	115071755	+	15080	543	312	216	53
Szrd1	chr4	141113001	141139525	-	26525	579	570	299	119
Arhgef11	chr3	87617809	87738034	+	120226	1569.50	968.50	752.50	400.50
Fbxo42	chr4	141148163	141204062	+	55900	950	937	583	208
Tal2	chr4	53779955	53788712	+	8758	128	92	69	36
Taldo1	chr7	141392449	141402968	+	10520	361	436	224	52
Tank	chr2	61578835	61654171	+	75337	1018	1727	872	226
Bag2	chr1	33745484	33757545	-	12062	246	135	124	30
Tap1	chr17	34187803	34197225	+	9423	196.50	210.50	132	46
Ythdf2	chr4	132184912	132212053	-	27142	995	753	488	86
Tap2	chr17	34203777	34216321	+	12545	396	548	221	62
Dis3l	chr9	64306756	64341038	-	34283	676	494	373	135
Plekhh2	chr17	84512145	84622138	+	109994	945	734	636	358
Tapbp	chr17	33916149	33929292	+	13144	480	423	254	49
Tarbp2	chr15	102518442	102523676	+	5235	352.50	329	185	31.50
Cracr2b	chr7	141461344	141466613	+	5270	96.50	83	56.50	13.50
Dync2li1	chr17	84626746	84655588	+	28843	347	306	255	105
Map9	chr3	82358294	82395268	+	36975	386	223	170	101
Slc6a6	chr6	91684303	91759066	+	74764	1467	1721	736	288
9530068E07Rik	chr11	52396678	52408728	+	12051	163	145	117	53
Tbca	chr13	94789160	94842922	+	53763	653	556	343	149
Tbl1x	chrX	77511263	77662983	+	151721	2256	1708	1281	614
Tbp	chr17	15500138	15528379	+	28242	679.50	511	379.50	90
Xist	chrX	103460366	103483004	-	22639	563	319.50	250	58.50
Zfp598	chr17	24669937	24682016	+	12080	275	208	151	54
Tbrg1	chr9	37648763	37657062	-	8300	151.50	153.50	63	32.50
Prepl	chr17	85063470	85089991	-	26522	363	290.50	188.50	85
Tbl3	chr17	24697949	24707410	-	9462	229	212	135	31
Plekhg1	chr10	3740614	3967303	+	226690	1635	1055	945	626
Tbrg4	chr11	6615598	6625817	-	10220	517	543	250	50
Casd1	chr6	4601089	4643355	+	42267	390	320	253	110
Arcn1	chr9	44741564	44767595	-	26032	540	629	332	83
Bms1	chr6	118383381	118419224	-	35844	523	407	312	96
Tbxas1	chr6	38875654	39084585	+	208932	2238.50	2637	1400	799
Atg9b	chr5	24384181	24391893	-	7713	289	197	114	62
Fbxw10	chr11	62847319	62877465	+	30147	347.50	237	174	92.50
Tnrc6b	chr15	80711563	80941085	+	229523	4210	4695	3181	706
Tcea1	chr1	4858064	4897909	+	39846	489	359.50	324.50	72.50
Agap3	chr5	24452427	24502047	+	49621	1807	1563	851	319
Ccdc186	chr19	56787481	56821940	-	34460	640	545	400	148
Tcea2	chr2	181680560	181688071	+	7512	355	324	215	27
Larp1b	chr3	40950078	41012377	+	62300	997	623	552	184
Megf11	chr9	64385876	64709205	+	323330	3858	2711	2028	1200
Tcf12	chr9	71842688	72111621	-	268934	4013	3126	2083	713
Dnajc16	chr4	141760189	141790681	-	30493	482	497	263	116
Slc18a2	chr19	59261146	59296012	+	34867	2170	2220	1339	175
Hnf1b	chr11	83850313	83905819	+	55507	687	442	315	187
4933430I17Rik	chr4	62525619	62547993	+	22375	220	119	104	64
Tcf20	chr15	82808436	82987622	-	179187	3197	3233	1570	615
Tcf4	chr18	69343606	69689079	+	345474	2959	1956	1420	999
Tet2	chr3	133463679	133544889	-	81211	1909	2440	1518	238
Tcf7	chr11	52252371	52283081	-	30711	802	488	344	136
Ago3	chr4	126331704	126429306	-	97603	1117	944	609	296
Tcf7l2	chr19	55742070	55933654	+	191585	2056	1561	1127	960
Kmt2a	chr9	44803355	44881046	-	77692	1833	1723	929	280
Zeb1	chr18	5592110	5775467	+	183358	1212	778	724	529
Tfcp2	chr15	100498012	100551758	-	53747	801	625	435	205
Tcf3	chr10	80409514	80433397	-	23884	628	582	324	107
Disp2	chr2	118779969	118811293	+	31325	391	441	225	113
Tfeb	chr17	47737280	47792419	+	55140	838	942	464	236
Nudt15	chr14	73518877	73547992	-	29116	279	224.50	146	60
Tfec	chr6	16833373	16898191	-	64819	657	1472	511	158
Vps72	chr3	95111272	95123051	+	11780	282	242	146	42
Mlx	chr11	101087527	101092207	+	4681	184.50	197.50	205.50	26
Ubtf	chr11	102304560	102319492	-	14933	1119	1093	606	85
Lrrc1	chr9	77430823	77544620	-	113798	1521	1389	1015	391
Parp16	chr9	65195603	65239224	+	43622	1958	2695	790	209
Cdk5rap2	chr4	70216856	70410193	-	193338	2124	1501	1096	656
Fam168b	chr1	34813219	34842815	-	29597	643	635.50	295.50	97.50
BC003965	chr17	25184804	25187662	+	2859	78	51	46	12
Cdc73	chr1	143598800	143702643	-	103844	1764	1869	993	246
